row_group,lane,row,block,col,kind,mixed_offset,duplicate_offset,mixed_value,duplicate_value,direct_value,match
0,9,9,0,-1,scale_q,36,36,5288,5288,5288,1
0,9,9,0,0,weight_i8,73,73,3,3,3,1
0,9,9,0,1,weight_i8,89,89,-31,-31,-31,1
0,9,9,0,2,weight_i8,105,105,60,60,60,1
0,9,9,0,3,weight_i8,121,121,77,77,77,1
0,9,9,0,4,weight_i8,137,137,-127,-127,-127,1
0,9,9,0,5,weight_i8,153,153,39,39,39,1
0,9,9,0,6,weight_i8,169,169,-11,-11,-11,1
0,9,9,0,7,weight_i8,185,185,-32,-32,-32,1
0,9,9,0,8,weight_i8,201,201,-39,-39,-39,1
0,9,9,0,9,weight_i8,217,217,-17,-17,-17,1
0,9,9,0,10,weight_i8,233,233,21,21,21,1
0,9,9,0,11,weight_i8,249,249,116,116,116,1
0,9,9,0,12,weight_i8,265,265,25,25,25,1
0,9,9,0,13,weight_i8,281,281,18,18,18,1
0,9,9,0,14,weight_i8,297,297,-3,-3,-3,1
0,9,9,0,15,weight_i8,313,313,-60,-60,-60,1
0,9,9,0,16,weight_i8,329,329,46,46,46,1
0,9,9,0,17,weight_i8,345,345,39,39,39,1
0,9,9,0,18,weight_i8,361,361,-9,-9,-9,1
0,9,9,0,19,weight_i8,377,377,-6,-6,-6,1
0,9,9,0,20,weight_i8,393,393,-2,-2,-2,1
0,9,9,0,21,weight_i8,409,409,3,3,3,1
0,9,9,0,22,weight_i8,425,425,13,13,13,1
0,9,9,0,23,weight_i8,441,441,120,120,120,1
0,9,9,0,24,weight_i8,457,457,-45,-45,-45,1
0,9,9,0,25,weight_i8,473,473,18,18,18,1
0,9,9,0,26,weight_i8,489,489,-10,-10,-10,1
0,9,9,0,27,weight_i8,505,505,16,16,16,1
0,9,9,0,28,weight_i8,521,521,8,8,8,1
0,9,9,0,29,weight_i8,537,537,13,13,13,1
0,9,9,0,30,weight_i8,553,553,27,27,27,1
0,9,9,0,31,weight_i8,569,569,110,110,110,1
0,9,9,1,-1,scale_q,612,612,4192,4192,4192,1
0,9,9,1,0,weight_i8,649,649,58,58,58,1
0,9,9,1,1,weight_i8,665,665,-71,-71,-71,1
0,9,9,1,2,weight_i8,681,681,-55,-55,-55,1
0,9,9,1,3,weight_i8,697,697,9,9,9,1
0,9,9,1,4,weight_i8,713,713,107,107,107,1
0,9,9,1,5,weight_i8,729,729,12,12,12,1
0,9,9,1,6,weight_i8,745,745,74,74,74,1
0,9,9,1,7,weight_i8,761,761,40,40,40,1
0,9,9,1,8,weight_i8,777,777,-14,-14,-14,1
0,9,9,1,9,weight_i8,793,793,14,14,14,1
0,9,9,1,10,weight_i8,809,809,127,127,127,1
0,9,9,1,11,weight_i8,825,825,-61,-61,-61,1
0,9,9,1,12,weight_i8,841,841,-93,-93,-93,1
0,9,9,1,13,weight_i8,857,857,-57,-57,-57,1
0,9,9,1,14,weight_i8,873,873,-6,-6,-6,1
0,9,9,1,15,weight_i8,889,889,111,111,111,1
0,9,9,1,16,weight_i8,905,905,1,1,1,1
0,9,9,1,17,weight_i8,921,921,24,24,24,1
0,9,9,1,18,weight_i8,937,937,-8,-8,-8,1
0,9,9,1,19,weight_i8,953,953,23,23,23,1
0,9,9,1,20,weight_i8,969,969,55,55,55,1
0,9,9,1,21,weight_i8,985,985,34,34,34,1
0,9,9,1,22,weight_i8,1001,1001,12,12,12,1
0,9,9,1,23,weight_i8,1017,1017,-9,-9,-9,1
0,9,9,1,24,weight_i8,1033,1033,-61,-61,-61,1
0,9,9,1,25,weight_i8,1049,1049,-9,-9,-9,1
0,9,9,1,26,weight_i8,1065,1065,29,29,29,1
0,9,9,1,27,weight_i8,1081,1081,5,5,5,1
0,9,9,1,28,weight_i8,1097,1097,32,32,32,1
0,9,9,1,29,weight_i8,1113,1113,38,38,38,1
0,9,9,1,30,weight_i8,1129,1129,15,15,15,1
0,9,9,1,31,weight_i8,1145,1145,74,74,74,1
0,9,9,2,-1,scale_q,1188,1188,4080,4080,4080,1
0,9,9,2,0,weight_i8,1225,1225,-11,-11,-11,1
0,9,9,2,1,weight_i8,1241,1241,-73,-73,-73,1
0,9,9,2,2,weight_i8,1257,1257,-64,-64,-64,1
0,9,9,2,3,weight_i8,1273,1273,-6,-6,-6,1
0,9,9,2,4,weight_i8,1289,1289,-73,-73,-73,1
0,9,9,2,5,weight_i8,1305,1305,-4,-4,-4,1
0,9,9,2,6,weight_i8,1321,1321,-64,-64,-64,1
0,9,9,2,7,weight_i8,1337,1337,5,5,5,1
0,9,9,2,8,weight_i8,1353,1353,51,51,51,1
0,9,9,2,9,weight_i8,1369,1369,15,15,15,1
0,9,9,2,10,weight_i8,1385,1385,13,13,13,1
0,9,9,2,11,weight_i8,1401,1401,-97,-97,-97,1
0,9,9,2,12,weight_i8,1417,1417,102,102,102,1
0,9,9,2,13,weight_i8,1433,1433,-46,-46,-46,1
0,9,9,2,14,weight_i8,1449,1449,6,6,6,1
0,9,9,2,15,weight_i8,1465,1465,34,34,34,1
0,9,9,2,16,weight_i8,1481,1481,86,86,86,1
0,9,9,2,17,weight_i8,1497,1497,5,5,5,1
0,9,9,2,18,weight_i8,1513,1513,-14,-14,-14,1
0,9,9,2,19,weight_i8,1529,1529,-127,-127,-127,1
0,9,9,2,20,weight_i8,1545,1545,15,15,15,1
0,9,9,2,21,weight_i8,1561,1561,33,33,33,1
0,9,9,2,22,weight_i8,1577,1577,-4,-4,-4,1
0,9,9,2,23,weight_i8,1593,1593,83,83,83,1
0,9,9,2,24,weight_i8,1609,1609,5,5,5,1
0,9,9,2,25,weight_i8,1625,1625,-99,-99,-99,1
0,9,9,2,26,weight_i8,1641,1641,18,18,18,1
0,9,9,2,27,weight_i8,1657,1657,50,50,50,1
0,9,9,2,28,weight_i8,1673,1673,-9,-9,-9,1
0,9,9,2,29,weight_i8,1689,1689,-57,-57,-57,1
0,9,9,2,30,weight_i8,1705,1705,-2,-2,-2,1
0,9,9,2,31,weight_i8,1721,1721,38,38,38,1
0,9,9,3,-1,scale_q,1764,1764,3822,3822,3822,1
0,9,9,3,0,weight_i8,1801,1801,27,27,27,1
0,9,9,3,1,weight_i8,1817,1817,17,17,17,1
0,9,9,3,2,weight_i8,1833,1833,-39,-39,-39,1
0,9,9,3,3,weight_i8,1849,1849,-30,-30,-30,1
0,9,9,3,4,weight_i8,1865,1865,-80,-80,-80,1
0,9,9,3,5,weight_i8,1881,1881,-99,-99,-99,1
0,9,9,3,6,weight_i8,1897,1897,83,83,83,1
0,9,9,3,7,weight_i8,1913,1913,127,127,127,1
0,9,9,3,8,weight_i8,1929,1929,-3,-3,-3,1
0,9,9,3,9,weight_i8,1945,1945,6,6,6,1
0,9,9,3,10,weight_i8,1961,1961,56,56,56,1
0,9,9,3,11,weight_i8,1977,1977,-100,-100,-100,1
0,9,9,3,12,weight_i8,1993,1993,-30,-30,-30,1
0,9,9,3,13,weight_i8,2009,2009,-92,-92,-92,1
0,9,9,3,14,weight_i8,2025,2025,43,43,43,1
0,9,9,3,15,weight_i8,2041,2041,1,1,1,1
0,9,9,3,16,weight_i8,2057,2057,44,44,44,1
0,9,9,3,17,weight_i8,2073,2073,-65,-65,-65,1
0,9,9,3,18,weight_i8,2089,2089,36,36,36,1
0,9,9,3,19,weight_i8,2105,2105,-51,-51,-51,1
0,9,9,3,20,weight_i8,2121,2121,38,38,38,1
0,9,9,3,21,weight_i8,2137,2137,10,10,10,1
0,9,9,3,22,weight_i8,2153,2153,-7,-7,-7,1
0,9,9,3,23,weight_i8,2169,2169,36,36,36,1
0,9,9,3,24,weight_i8,2185,2185,44,44,44,1
0,9,9,3,25,weight_i8,2201,2201,-63,-63,-63,1
0,9,9,3,26,weight_i8,2217,2217,125,125,125,1
0,9,9,3,27,weight_i8,2233,2233,73,73,73,1
0,9,9,3,28,weight_i8,2249,2249,-2,-2,-2,1
0,9,9,3,29,weight_i8,2265,2265,-10,-10,-10,1
0,9,9,3,30,weight_i8,2281,2281,50,50,50,1
0,9,9,3,31,weight_i8,2297,2297,125,125,125,1
0,9,9,4,-1,scale_q,2340,2340,4192,4192,4192,1
0,9,9,4,0,weight_i8,2377,2377,3,3,3,1
0,9,9,4,1,weight_i8,2393,2393,-2,-2,-2,1
0,9,9,4,2,weight_i8,2409,2409,72,72,72,1
0,9,9,4,3,weight_i8,2425,2425,8,8,8,1
0,9,9,4,4,weight_i8,2441,2441,-57,-57,-57,1
0,9,9,4,5,weight_i8,2457,2457,13,13,13,1
0,9,9,4,6,weight_i8,2473,2473,2,2,2,1
0,9,9,4,7,weight_i8,2489,2489,87,87,87,1
0,9,9,4,8,weight_i8,2505,2505,-67,-67,-67,1
0,9,9,4,9,weight_i8,2521,2521,-44,-44,-44,1
0,9,9,4,10,weight_i8,2537,2537,-25,-25,-25,1
0,9,9,4,11,weight_i8,2553,2553,-48,-48,-48,1
0,9,9,4,12,weight_i8,2569,2569,-4,-4,-4,1
0,9,9,4,13,weight_i8,2585,2585,-9,-9,-9,1
0,9,9,4,14,weight_i8,2601,2601,17,17,17,1
0,9,9,4,15,weight_i8,2617,2617,-42,-42,-42,1
0,9,9,4,16,weight_i8,2633,2633,-90,-90,-90,1
0,9,9,4,17,weight_i8,2649,2649,127,127,127,1
0,9,9,4,18,weight_i8,2665,2665,-52,-52,-52,1
0,9,9,4,19,weight_i8,2681,2681,-126,-126,-126,1
0,9,9,4,20,weight_i8,2697,2697,75,75,75,1
0,9,9,4,21,weight_i8,2713,2713,42,42,42,1
0,9,9,4,22,weight_i8,2729,2729,-22,-22,-22,1
0,9,9,4,23,weight_i8,2745,2745,-21,-21,-21,1
0,9,9,4,24,weight_i8,2761,2761,-5,-5,-5,1
0,9,9,4,25,weight_i8,2777,2777,112,112,112,1
0,9,9,4,26,weight_i8,2793,2793,-22,-22,-22,1
0,9,9,4,27,weight_i8,2809,2809,-16,-16,-16,1
0,9,9,4,28,weight_i8,2825,2825,49,49,49,1
0,9,9,4,29,weight_i8,2841,2841,-30,-30,-30,1
0,9,9,4,30,weight_i8,2857,2857,-5,-5,-5,1
0,9,9,4,31,weight_i8,2873,2873,-89,-89,-89,1
0,9,9,5,-1,scale_q,2916,2916,8064,8064,8064,1
0,9,9,5,0,weight_i8,2953,2953,-15,-15,-15,1
0,9,9,5,1,weight_i8,2969,2969,-14,-14,-14,1
0,9,9,5,2,weight_i8,2985,2985,48,48,48,1
0,9,9,5,3,weight_i8,3001,3001,15,15,15,1
0,9,9,5,4,weight_i8,3017,3017,6,6,6,1
0,9,9,5,5,weight_i8,3033,3033,-11,-11,-11,1
0,9,9,5,6,weight_i8,3049,3049,4,4,4,1
0,9,9,5,7,weight_i8,3065,3065,-39,-39,-39,1
0,9,9,5,8,weight_i8,3081,3081,24,24,24,1
0,9,9,5,9,weight_i8,3097,3097,36,36,36,1
0,9,9,5,10,weight_i8,3113,3113,41,41,41,1
0,9,9,5,11,weight_i8,3129,3129,24,24,24,1
0,9,9,5,12,weight_i8,3145,3145,-3,-3,-3,1
0,9,9,5,13,weight_i8,3161,3161,90,90,90,1
0,9,9,5,14,weight_i8,3177,3177,39,39,39,1
0,9,9,5,15,weight_i8,3193,3193,-9,-9,-9,1
0,9,9,5,16,weight_i8,3209,3209,-12,-12,-12,1
0,9,9,5,17,weight_i8,3225,3225,19,19,19,1
0,9,9,5,18,weight_i8,3241,3241,-127,-127,-127,1
0,9,9,5,19,weight_i8,3257,3257,-40,-40,-40,1
0,9,9,5,20,weight_i8,3273,3273,49,49,49,1
0,9,9,5,21,weight_i8,3289,3289,15,15,15,1
0,9,9,5,22,weight_i8,3305,3305,38,38,38,1
0,9,9,5,23,weight_i8,3321,3321,54,54,54,1
0,9,9,5,24,weight_i8,3337,3337,-9,-9,-9,1
0,9,9,5,25,weight_i8,3353,3353,20,20,20,1
0,9,9,5,26,weight_i8,3369,3369,-3,-3,-3,1
0,9,9,5,27,weight_i8,3385,3385,3,3,3,1
0,9,9,5,28,weight_i8,3401,3401,-5,-5,-5,1
0,9,9,5,29,weight_i8,3417,3417,-17,-17,-17,1
0,9,9,5,30,weight_i8,3433,3433,-22,-22,-22,1
0,9,9,5,31,weight_i8,3449,3449,-19,-19,-19,1
0,9,9,6,-1,scale_q,3492,3492,4836,4836,4836,1
0,9,9,6,0,weight_i8,3529,3529,-112,-112,-112,1
0,9,9,6,1,weight_i8,3545,3545,-33,-33,-33,1
0,9,9,6,2,weight_i8,3561,3561,20,20,20,1
0,9,9,6,3,weight_i8,3577,3577,47,47,47,1
0,9,9,6,4,weight_i8,3593,3593,-37,-37,-37,1
0,9,9,6,5,weight_i8,3609,3609,120,120,120,1
0,9,9,6,6,weight_i8,3625,3625,10,10,10,1
0,9,9,6,7,weight_i8,3641,3641,1,1,1,1
0,9,9,6,8,weight_i8,3657,3657,6,6,6,1
0,9,9,6,9,weight_i8,3673,3673,25,25,25,1
0,9,9,6,10,weight_i8,3689,3689,-39,-39,-39,1
0,9,9,6,11,weight_i8,3705,3705,-71,-71,-71,1
0,9,9,6,12,weight_i8,3721,3721,127,127,127,1
0,9,9,6,13,weight_i8,3737,3737,-43,-43,-43,1
0,9,9,6,14,weight_i8,3753,3753,30,30,30,1
0,9,9,6,15,weight_i8,3769,3769,-57,-57,-57,1
0,9,9,6,16,weight_i8,3785,3785,-38,-38,-38,1
0,9,9,6,17,weight_i8,3801,3801,37,37,37,1
0,9,9,6,18,weight_i8,3817,3817,63,63,63,1
0,9,9,6,19,weight_i8,3833,3833,-20,-20,-20,1
0,9,9,6,20,weight_i8,3849,3849,13,13,13,1
0,9,9,6,21,weight_i8,3865,3865,-13,-13,-13,1
0,9,9,6,22,weight_i8,3881,3881,15,15,15,1
0,9,9,6,23,weight_i8,3897,3897,-19,-19,-19,1
0,9,9,6,24,weight_i8,3913,3913,46,46,46,1
0,9,9,6,25,weight_i8,3929,3929,-34,-34,-34,1
0,9,9,6,26,weight_i8,3945,3945,23,23,23,1
0,9,9,6,27,weight_i8,3961,3961,-108,-108,-108,1
0,9,9,6,28,weight_i8,3977,3977,64,64,64,1
0,9,9,6,29,weight_i8,3993,3993,3,3,3,1
0,9,9,6,30,weight_i8,4009,4009,17,17,17,1
0,9,9,6,31,weight_i8,4025,4025,30,30,30,1
0,9,9,7,-1,scale_q,4068,4068,4320,4320,4320,1
0,9,9,7,0,weight_i8,4105,4105,62,62,62,1
0,9,9,7,1,weight_i8,4121,4121,23,23,23,1
0,9,9,7,2,weight_i8,4137,4137,-16,-16,-16,1
0,9,9,7,3,weight_i8,4153,4153,-78,-78,-78,1
0,9,9,7,4,weight_i8,4169,4169,122,122,122,1
0,9,9,7,5,weight_i8,4185,4185,45,45,45,1
0,9,9,7,6,weight_i8,4201,4201,60,60,60,1
0,9,9,7,7,weight_i8,4217,4217,-16,-16,-16,1
0,9,9,7,8,weight_i8,4233,4233,11,11,11,1
0,9,9,7,9,weight_i8,4249,4249,-20,-20,-20,1
0,9,9,7,10,weight_i8,4265,4265,-27,-27,-27,1
0,9,9,7,11,weight_i8,4281,4281,-10,-10,-10,1
0,9,9,7,12,weight_i8,4297,4297,70,70,70,1
0,9,9,7,13,weight_i8,4313,4313,59,59,59,1
0,9,9,7,14,weight_i8,4329,4329,-127,-127,-127,1
0,9,9,7,15,weight_i8,4345,4345,-19,-19,-19,1
0,9,9,7,16,weight_i8,4361,4361,-2,-2,-2,1
0,9,9,7,17,weight_i8,4377,4377,-42,-42,-42,1
0,9,9,7,18,weight_i8,4393,4393,50,50,50,1
0,9,9,7,19,weight_i8,4409,4409,-60,-60,-60,1
0,9,9,7,20,weight_i8,4425,4425,1,1,1,1
0,9,9,7,21,weight_i8,4441,4441,63,63,63,1
0,9,9,7,22,weight_i8,4457,4457,-35,-35,-35,1
0,9,9,7,23,weight_i8,4473,4473,51,51,51,1
0,9,9,7,24,weight_i8,4489,4489,114,114,114,1
0,9,9,7,25,weight_i8,4505,4505,-59,-59,-59,1
0,9,9,7,26,weight_i8,4521,4521,-12,-12,-12,1
0,9,9,7,27,weight_i8,4537,4537,51,51,51,1
0,9,9,7,28,weight_i8,4553,4553,92,92,92,1
0,9,9,7,29,weight_i8,4569,4569,69,69,69,1
0,9,9,7,30,weight_i8,4585,4585,-2,-2,-2,1
0,9,9,7,31,weight_i8,4601,4601,-100,-100,-100,1
0,9,9,8,-1,scale_q,4644,4644,8064,8064,8064,1
0,9,9,8,0,weight_i8,4681,4681,-21,-21,-21,1
0,9,9,8,1,weight_i8,4697,4697,-21,-21,-21,1
0,9,9,8,2,weight_i8,4713,4713,6,6,6,1
0,9,9,8,3,weight_i8,4729,4729,-12,-12,-12,1
0,9,9,8,4,weight_i8,4745,4745,66,66,66,1
0,9,9,8,5,weight_i8,4761,4761,-6,-6,-6,1
0,9,9,8,6,weight_i8,4777,4777,-43,-43,-43,1
0,9,9,8,7,weight_i8,4793,4793,2,2,2,1
0,9,9,8,8,weight_i8,4809,4809,4,4,4,1
0,9,9,8,9,weight_i8,4825,4825,14,14,14,1
0,9,9,8,10,weight_i8,4841,4841,-60,-60,-60,1
0,9,9,8,11,weight_i8,4857,4857,-25,-25,-25,1
0,9,9,8,12,weight_i8,4873,4873,22,22,22,1
0,9,9,8,13,weight_i8,4889,4889,-10,-10,-10,1
0,9,9,8,14,weight_i8,4905,4905,-34,-34,-34,1
0,9,9,8,15,weight_i8,4921,4921,18,18,18,1
0,9,9,8,16,weight_i8,4937,4937,-12,-12,-12,1
0,9,9,8,17,weight_i8,4953,4953,-6,-6,-6,1
0,9,9,8,18,weight_i8,4969,4969,21,21,21,1
0,9,9,8,19,weight_i8,4985,4985,6,6,6,1
0,9,9,8,20,weight_i8,5001,5001,-75,-75,-75,1
0,9,9,8,21,weight_i8,5017,5017,-18,-18,-18,1
0,9,9,8,22,weight_i8,5033,5033,55,55,55,1
0,9,9,8,23,weight_i8,5049,5049,-5,-5,-5,1
0,9,9,8,24,weight_i8,5065,5065,-13,-13,-13,1
0,9,9,8,25,weight_i8,5081,5081,-2,-2,-2,1
0,9,9,8,26,weight_i8,5097,5097,-6,-6,-6,1
0,9,9,8,27,weight_i8,5113,5113,4,4,4,1
0,9,9,8,28,weight_i8,5129,5129,-38,-38,-38,1
0,9,9,8,29,weight_i8,5145,5145,127,127,127,1
0,9,9,8,30,weight_i8,5161,5161,14,14,14,1
0,9,9,8,31,weight_i8,5177,5177,8,8,8,1
0,9,9,9,-1,scale_q,5220,5220,5096,5096,5096,1
0,9,9,9,0,weight_i8,5257,5257,-64,-64,-64,1
0,9,9,9,1,weight_i8,5273,5273,-11,-11,-11,1
0,9,9,9,2,weight_i8,5289,5289,-7,-7,-7,1
0,9,9,9,3,weight_i8,5305,5305,0,0,0,1
0,9,9,9,4,weight_i8,5321,5321,-28,-28,-28,1
0,9,9,9,5,weight_i8,5337,5337,-47,-47,-47,1
0,9,9,9,6,weight_i8,5353,5353,-3,-3,-3,1
0,9,9,9,7,weight_i8,5369,5369,80,80,80,1
0,9,9,9,8,weight_i8,5385,5385,21,21,21,1
0,9,9,9,9,weight_i8,5401,5401,-5,-5,-5,1
0,9,9,9,10,weight_i8,5417,5417,-127,-127,-127,1
0,9,9,9,11,weight_i8,5433,5433,-80,-80,-80,1
0,9,9,9,12,weight_i8,5449,5449,9,9,9,1
0,9,9,9,13,weight_i8,5465,5465,-10,-10,-10,1
0,9,9,9,14,weight_i8,5481,5481,-49,-49,-49,1
0,9,9,9,15,weight_i8,5497,5497,-17,-17,-17,1
0,9,9,9,16,weight_i8,5513,5513,22,22,22,1
0,9,9,9,17,weight_i8,5529,5529,-7,-7,-7,1
0,9,9,9,18,weight_i8,5545,5545,-113,-113,-113,1
0,9,9,9,19,weight_i8,5561,5561,88,88,88,1
0,9,9,9,20,weight_i8,5577,5577,-4,-4,-4,1
0,9,9,9,21,weight_i8,5593,5593,-75,-75,-75,1
0,9,9,9,22,weight_i8,5609,5609,49,49,49,1
0,9,9,9,23,weight_i8,5625,5625,-22,-22,-22,1
0,9,9,9,24,weight_i8,5641,5641,-13,-13,-13,1
0,9,9,9,25,weight_i8,5657,5657,72,72,72,1
0,9,9,9,26,weight_i8,5673,5673,10,10,10,1
0,9,9,9,27,weight_i8,5689,5689,-78,-78,-78,1
0,9,9,9,28,weight_i8,5705,5705,-4,-4,-4,1
0,9,9,9,29,weight_i8,5721,5721,17,17,17,1
0,9,9,9,30,weight_i8,5737,5737,-1,-1,-1,1
0,9,9,9,31,weight_i8,5753,5753,-8,-8,-8,1
0,9,9,10,-1,scale_q,5796,5796,5096,5096,5096,1
0,9,9,10,0,weight_i8,5833,5833,-17,-17,-17,1
0,9,9,10,1,weight_i8,5849,5849,-73,-73,-73,1
0,9,9,10,2,weight_i8,5865,5865,-10,-10,-10,1
0,9,9,10,3,weight_i8,5881,5881,35,35,35,1
0,9,9,10,4,weight_i8,5897,5897,23,23,23,1
0,9,9,10,5,weight_i8,5913,5913,-82,-82,-82,1
0,9,9,10,6,weight_i8,5929,5929,34,34,34,1
0,9,9,10,7,weight_i8,5945,5945,1,1,1,1
0,9,9,10,8,weight_i8,5961,5961,12,12,12,1
0,9,9,10,9,weight_i8,5977,5977,-23,-23,-23,1
0,9,9,10,10,weight_i8,5993,5993,-8,-8,-8,1
0,9,9,10,11,weight_i8,6009,6009,-84,-84,-84,1
0,9,9,10,12,weight_i8,6025,6025,-17,-17,-17,1
0,9,9,10,13,weight_i8,6041,6041,31,31,31,1
0,9,9,10,14,weight_i8,6057,6057,-9,-9,-9,1
0,9,9,10,15,weight_i8,6073,6073,-51,-51,-51,1
0,9,9,10,16,weight_i8,6089,6089,-42,-42,-42,1
0,9,9,10,17,weight_i8,6105,6105,1,1,1,1
0,9,9,10,18,weight_i8,6121,6121,-13,-13,-13,1
0,9,9,10,19,weight_i8,6137,6137,0,0,0,1
0,9,9,10,20,weight_i8,6153,6153,0,0,0,1
0,9,9,10,21,weight_i8,6169,6169,-38,-38,-38,1
0,9,9,10,22,weight_i8,6185,6185,-41,-41,-41,1
0,9,9,10,23,weight_i8,6201,6201,127,127,127,1
0,9,9,10,24,weight_i8,6217,6217,11,11,11,1
0,9,9,10,25,weight_i8,6233,6233,-108,-108,-108,1
0,9,9,10,26,weight_i8,6249,6249,-41,-41,-41,1
0,9,9,10,27,weight_i8,6265,6265,69,69,69,1
0,9,9,10,28,weight_i8,6281,6281,-3,-3,-3,1
0,9,9,10,29,weight_i8,6297,6297,-13,-13,-13,1
0,9,9,10,30,weight_i8,6313,6313,25,25,25,1
0,9,9,10,31,weight_i8,6329,6329,73,73,73,1
0,9,9,11,-1,scale_q,6372,6372,4740,4740,4740,1
0,9,9,11,0,weight_i8,6409,6409,-13,-13,-13,1
0,9,9,11,1,weight_i8,6425,6425,-65,-65,-65,1
0,9,9,11,2,weight_i8,6441,6441,-16,-16,-16,1
0,9,9,11,3,weight_i8,6457,6457,-56,-56,-56,1
0,9,9,11,4,weight_i8,6473,6473,38,38,38,1
0,9,9,11,5,weight_i8,6489,6489,88,88,88,1
0,9,9,11,6,weight_i8,6505,6505,78,78,78,1
0,9,9,11,7,weight_i8,6521,6521,-30,-30,-30,1
0,9,9,11,8,weight_i8,6537,6537,7,7,7,1
0,9,9,11,9,weight_i8,6553,6553,-72,-72,-72,1
0,9,9,11,10,weight_i8,6569,6569,28,28,28,1
0,9,9,11,11,weight_i8,6585,6585,1,1,1,1
0,9,9,11,12,weight_i8,6601,6601,0,0,0,1
0,9,9,11,13,weight_i8,6617,6617,72,72,72,1
0,9,9,11,14,weight_i8,6633,6633,-6,-6,-6,1
0,9,9,11,15,weight_i8,6649,6649,-36,-36,-36,1
0,9,9,11,16,weight_i8,6665,6665,10,10,10,1
0,9,9,11,17,weight_i8,6681,6681,-29,-29,-29,1
0,9,9,11,18,weight_i8,6697,6697,-23,-23,-23,1
0,9,9,11,19,weight_i8,6713,6713,8,8,8,1
0,9,9,11,20,weight_i8,6729,6729,69,69,69,1
0,9,9,11,21,weight_i8,6745,6745,-88,-88,-88,1
0,9,9,11,22,weight_i8,6761,6761,17,17,17,1
0,9,9,11,23,weight_i8,6777,6777,-81,-81,-81,1
0,9,9,11,24,weight_i8,6793,6793,-7,-7,-7,1
0,9,9,11,25,weight_i8,6809,6809,127,127,127,1
0,9,9,11,26,weight_i8,6825,6825,3,3,3,1
0,9,9,11,27,weight_i8,6841,6841,-60,-60,-60,1
0,9,9,11,28,weight_i8,6857,6857,38,38,38,1
0,9,9,11,29,weight_i8,6873,6873,15,15,15,1
0,9,9,11,30,weight_i8,6889,6889,23,23,23,1
0,9,9,11,31,weight_i8,6905,6905,35,35,35,1
0,9,9,12,-1,scale_q,6948,6948,7676,7676,7676,1
0,9,9,12,0,weight_i8,6985,6985,14,14,14,1
0,9,9,12,1,weight_i8,7001,7001,25,25,25,1
0,9,9,12,2,weight_i8,7017,7017,-49,-49,-49,1
0,9,9,12,3,weight_i8,7033,7033,2,2,2,1
0,9,9,12,4,weight_i8,7049,7049,-41,-41,-41,1
0,9,9,12,5,weight_i8,7065,7065,-16,-16,-16,1
0,9,9,12,6,weight_i8,7081,7081,-2,-2,-2,1
0,9,9,12,7,weight_i8,7097,7097,12,12,12,1
0,9,9,12,8,weight_i8,7113,7113,7,7,7,1
0,9,9,12,9,weight_i8,7129,7129,-26,-26,-26,1
0,9,9,12,10,weight_i8,7145,7145,-33,-33,-33,1
0,9,9,12,11,weight_i8,7161,7161,127,127,127,1
0,9,9,12,12,weight_i8,7177,7177,-10,-10,-10,1
0,9,9,12,13,weight_i8,7193,7193,21,21,21,1
0,9,9,12,14,weight_i8,7209,7209,-107,-107,-107,1
0,9,9,12,15,weight_i8,7225,7225,10,10,10,1
0,9,9,12,16,weight_i8,7241,7241,6,6,6,1
0,9,9,12,17,weight_i8,7257,7257,26,26,26,1
0,9,9,12,18,weight_i8,7273,7273,28,28,28,1
0,9,9,12,19,weight_i8,7289,7289,43,43,43,1
0,9,9,12,20,weight_i8,7305,7305,-26,-26,-26,1
0,9,9,12,21,weight_i8,7321,7321,26,26,26,1
0,9,9,12,22,weight_i8,7337,7337,-50,-50,-50,1
0,9,9,12,23,weight_i8,7353,7353,10,10,10,1
0,9,9,12,24,weight_i8,7369,7369,7,7,7,1
0,9,9,12,25,weight_i8,7385,7385,-118,-118,-118,1
0,9,9,12,26,weight_i8,7401,7401,14,14,14,1
0,9,9,12,27,weight_i8,7417,7417,-6,-6,-6,1
0,9,9,12,28,weight_i8,7433,7433,2,2,2,1
0,9,9,12,29,weight_i8,7449,7449,34,34,34,1
0,9,9,12,30,weight_i8,7465,7465,-29,-29,-29,1
0,9,9,12,31,weight_i8,7481,7481,-33,-33,-33,1
0,9,9,13,-1,scale_q,7524,7524,5064,5064,5064,1
0,9,9,13,0,weight_i8,7561,7561,8,8,8,1
0,9,9,13,1,weight_i8,7577,7577,-49,-49,-49,1
0,9,9,13,2,weight_i8,7593,7593,28,28,28,1
0,9,9,13,3,weight_i8,7609,7609,-10,-10,-10,1
0,9,9,13,4,weight_i8,7625,7625,0,0,0,1
0,9,9,13,5,weight_i8,7641,7641,-12,-12,-12,1
0,9,9,13,6,weight_i8,7657,7657,-24,-24,-24,1
0,9,9,13,7,weight_i8,7673,7673,6,6,6,1
0,9,9,13,8,weight_i8,7689,7689,-87,-87,-87,1
0,9,9,13,9,weight_i8,7705,7705,-50,-50,-50,1
0,9,9,13,10,weight_i8,7721,7721,-16,-16,-16,1
0,9,9,13,11,weight_i8,7737,7737,-127,-127,-127,1
0,9,9,13,12,weight_i8,7753,7753,-3,-3,-3,1
0,9,9,13,13,weight_i8,7769,7769,4,4,4,1
0,9,9,13,14,weight_i8,7785,7785,-46,-46,-46,1
